Player,League,Squad,Country,Position,Annualized Salary
K. Awuah,E,Flying Penguins,Nganion,DF,9730000
K. Kastelic,E,Flying Penguins,Nganion,DF,14850000
V. Caputo,E,Flying Penguins,Nganion,DF,13970000
O. Balog,E,Flying Penguins,Rarita,DF,9120000
J. Ko,E,Flying Penguins,Southern Viout Aman,DF,24200000
H. Chevalier,E,Flying Penguins,Central Namemo Laand,DFMF,11530000
M. Banda,E,Flying Penguins,Lefghau,FW,29540000
E. Thembo,E,Flying Penguins,Nganion,FW,24650000
R. Giordano,E,Flying Penguins,Nganion,FW,19220000
T. Tushemereirwe,E,Flying Penguins,Nganion,FW,31650000
T. Jiu,E,Flying Penguins,Nganion,FWMF,13430000
X. Rana,E,Flying Penguins,Nganion,FWMF,22410000
B. Brandt,E,Flying Penguins,Nganion,GK,22100000
P. Tsan,E,Flying Penguins,Biarizea,MF,10900000
K. Sántos,E,Flying Penguins,Coastpa Barleslands,MF,10830000
E. Majawa,E,Flying Penguins,Dosqaly,MF,2400000
X. Attias,E,Flying Penguins,Greri Landmoslands,MF,4810000
H. Gomo,E,Flying Penguins,Janmico,MF,29760000
A. Murata,E,Flying Penguins,Nganion,MF,18880000
J. Chi,E,Flying Penguins,Nganion,MF,25980000
P. Nakimera,E,Flying Penguins,Nganion,MF,35040000
B. Fabbri,E,Flying Penguins,Republic of Denand Landsa,MF,35990000
Q. Naturinda,E,Flying Penguins,Rosvi,MF,17340000
B. Neméth,E,Flying Penguins,Lefghau,MFDF,21410000
G. Nalwoga,E,Flying Penguins,Nganion,MFDF,18920000
I. Basemera,E,Flying Penguins,Nganion,MFDF,20460000
O. Okamoto,E,Horrible Bison,Dosqaly,DF,13140000
Y. Kasozi,E,Horrible Bison,Greri Landmoslands,DF,13040000
C. Nakitto,E,Horrible Bison,Nganion,DF,18580000
D. Hara,E,Horrible Bison,Nganion,DF,26670000
H. Lo,E,Horrible Bison,Nganion,DF,9620000
I. Tng,E,Horrible Bison,Nganion,DF,13840000
L. Adikini,E,Horrible Bison,Nganion,DF,18090000
P. Halvorsen,E,Horrible Bison,Nganion,DF,16020000
R. Orlando,E,Horrible Bison,Nganion,DF,4330000
Z. Kneževi?,E,Horrible Bison,Lefghau,FW,24640000
O. Zen,E,Horrible Bison,Xikong,FW,22420000
K. Lowe,E,Horrible Bison,Dosqaly,FWDF,32690000
B. Male,E,Horrible Bison,Nganion,FWMF,26590000
O. Rodrigues,E,Horrible Bison,Nganion,FWMF,30440000
U. Nyakaisiki,E,Horrible Bison,Nganion,FWMF,28950000
G. Nalukwago,E,Horrible Bison,Southern Ristan,FWMF,25650000
I. Ajiko,E,Horrible Bison,Nganion,GK,28880000
K. Sagal,E,Horrible Bison,Nganion,GK,6650000
A. Johannessen,E,Horrible Bison,Nganion,MF,13900000
D. Mulumba,E,Horrible Bison,Nganion,MF,7120000
G. Berger,E,Horrible Bison,Nganion,MF,10380000
K. Kabonesa,E,Horrible Bison,Nganion,MF,11430000
O. Szilágyi,E,Horrible Bison,Nganion,MF,23250000
Z. Zau,E,Horrible Bison,Nganion,MF,21750000
H. David,E,Horrible Bison,Redohrainbri,MF,19260000
G. Leone,E,Horrible Bison,Nganion,MFDF,18210000
S. Gutiérrez,E,Horrible Bison,Nganion,MFFW,19630000
A. Lalam,E,Mad Bees,Greri Landmoslands,DF,9730000
J. Zacarias,E,Mad Bees,Janmico,DF,8320000
C. Benhamou,E,Mad Bees,Nganion,DF,22120000
D. Kalni?š,E,Mad Bees,Nganion,DF,13880000
K. Awuah,E,Mad Bees,Nganion,DF,20860000
K. Owiny,E,Mad Bees,Nganion,DF,11790000
O. Akia,E,Mad Bees,Nganion,DF,17660000
R. Koch,E,Mad Bees,Nganion,DF,13610000
V. Chimwaza,E,Mad Bees,Nganion,DF,8570000
Y. Okori,E,Mad Bees,Nganion,DF,27260000
H. Chakraborty,E,Mad Bees,South Sati Fatina,DF,13830000
Q. Lange,E,Mad Bees,Nganion,DFMF,5180000
D. Adebayo,E,Mad Bees,Nganion,FW,25960000
O. Manhica,E,Mad Bees,Nganion,FW,33600000
Q. Salehi,E,Mad Bees,Nganion,FW,26590000
J. Taylor,E,Mad Bees,Nganion,FWMF,34460000
K. Nkhoma,E,Mad Bees,Nganion,GK,16400000
R. Martino,E,Mad Bees,Nganion,GK,23940000
L. Nangiro,E,Mad Bees,Eastern Niasland,MF,29770000
C. Attias,E,Mad Bees,Nganion,MF,20760000
E. Hayati,E,Mad Bees,Nganion,MF,26010000
F. binti Sulaiman,E,Mad Bees,Nganion,MF,10900000
W. Ross,E,Mad Bees,Nganion,MF,6150000
Y. Nakimbugwe,E,Mad Bees,Nganion,MF,21210000
V. Fernandez,E,Mad Bees,Pahon,MF,15760000
O. Visser,E,Mad Bees,Rosvi,MF,8080000
U. Wahyudi,E,Mad Bees,Tiagascar Westlands,MF,14820000
U. Nasser,E,Mad Bees,Greri Landmoslands,MFFW,30990000
C. Vázquez,E,Mad Bees,Nganion,MFFW,36530000
O. Seah,E,Mad Kingsmen,Dosqaly,DF,19840000
V. Andersson,E,Mad Kingsmen,Dosqaly,DF,13210000
C. Pavlovi?,E,Mad Kingsmen,Lefghau,DF,10710000
M. Kayesu,E,Mad Kingsmen,Lefghau,DF,19390000
A. Richard,E,Mad Kingsmen,Nganion,DF,25990000
D. Huda,E,Mad Kingsmen,Nganion,DF,29810000
N. Quinn,E,Mad Kingsmen,Nganion,DF,14580000
R. Morin,E,Mad Kingsmen,Nganion,DF,21080000
Y. Sen,E,Mad Kingsmen,Dosqaly,FW,27150000
S. Costa,E,Mad Kingsmen,Lefghau,FW,25350000
J. Atuhairwe,E,Mad Kingsmen,Morticre,FW,27160000
C. Neri,E,Mad Kingsmen,Nganion,FW,35800000
F. Claes,E,Mad Kingsmen,Rosvi,FW,33130000
Q. Ariko,E,Mad Kingsmen,Djipines,FWMF,24890000
M. Kneževi?,E,Mad Kingsmen,Lefghau,FWMF,29160000
D. Ocokoru,E,Mad Kingsmen,Nganion,FWMF,17310000
P. Villa,E,Mad Kingsmen,Nganion,FWMF,35290000
N. Utami,E,Mad Kingsmen,Southern Ristan,FWMF,29300000
N. Kyohirwe,E,Mad Kingsmen,Dosqaly,GK,27040000
Y. Ruggiero,E,Mad Kingsmen,Southern Ristan,GK,14740000
Y. Nagudi,E,Mad Kingsmen,Esia,MF,21970000
T. Cortez,E,Mad Kingsmen,Janmico,MF,19490000
E. Okurut,E,Mad Kingsmen,Lefghau,MF,14760000
C. Nangobi,E,Mad Kingsmen,Manlisgamncent,MF,17750000
N. Namwanje,E,Mad Kingsmen,Western Niasland,MF,30070000
G. Yunusa,E,Mad Kingsmen,Nganion,MFFW,28200000
U. Kazlo?ski,E,Mighty Jimmies,Ingre,DF,12050000
A. Ndawula,E,Mighty Jimmies,Ledian,DF,4070000
M. Mulondo,E,Mighty Jimmies,Nancipenuaroe,DF,19910000
T. Ssekyanzi,E,Mighty Jimmies,Nancipenuaroe,DF,20920000
C. Akidi,E,Mighty Jimmies,Nganion,DF,13410000
D. Agyeman,E,Mighty Jimmies,Nganion,DF,22050000
I. Murakami,E,Mighty Jimmies,Nganion,DF,23170000
O. Heng,E,Mighty Jimmies,Nganion,DF,2800000
Q. Rosenberg,E,Mighty Jimmies,Nganion,DF,20420000
T. Mutero,E,Mighty Jimmies,Nganion,DF,24450000
C. Wanyama,E,Mighty Jimmies,Rosvi,DF,11670000
B. Yang,E,Mighty Jimmies,Manlisgamncent,FW,22950000
L. Costa,E,Mighty Jimmies,Imaar Vircoand,FWMF,23850000
U. Okidi,E,Mighty Jimmies,Nganion,FWMF,15600000
Y. Hodži?,E,Mighty Jimmies,Nganion,FWMF,23110000
G. Nakasi,E,Mighty Jimmies,Western Niasland,FWMF,26130000
C. Edema,E,Mighty Jimmies,Nganion,GK,13630000
E. Asienzo,E,Mighty Jimmies,Nganion,GK,7820000
T. Namuddu,E,Mighty Jimmies,Nganion,GK,30530000
J. Purba,E,Mighty Jimmies,Eastern Niasland,MF,33730000
A. Aubert,E,Mighty Jimmies,Imaar Vircoand,MF,8830000
K. Nandera,E,Mighty Jimmies,Landli Blicporlip,MF,5260000
M. Madsen,E,Mighty Jimmies,Nancipenuaroe,MF,19270000
A. Said,E,Mighty Jimmies,Nganion,MF,22830000
"C. Jao,",E,Mighty Jimmies,Nganion,MF,7490000
J. Bauri,E,Mighty Jimmies,Nganion,MF,17760000
Y. Raut,E,Mighty Jimmies,Nganion,MF,18680000
E. Rossetti,E,Mighty Jimmies,Central Diasongo,MFFW,27910000
X. Kyosimire,E,Mighty Jimmies,Dosqaly,MFFW,25610000
T. Mendes,E,Mighty Jimmies,Lylimi,MFFW,21490000
B. Chau,E,Mighty Jimmies,Nganion,MFFW,22020000
N. Brouwer,E,Mighty Jimmies,Nganion,MFFW,12200000
F. Taruvinga,E,Orange Giants,Greri Landmoslands,DF,16360000
I. Beh,E,Orange Giants,Greri Landmoslands,DF,10210000
S. Nansamba,E,Orange Giants,Imaar Vircoand,DF,18400000
A. Hudák,E,Orange Giants,Nganion,DF,16920000
A. Tio,E,Orange Giants,Nganion,DF,11450000
C. Lunyolo,E,Orange Giants,Nganion,DF,12010000
H. Gumisiriza,E,Orange Giants,Nganion,DF,12130000
U. Businge,E,Orange Giants,Nganion,DF,5400000
U. Ilves,E,Orange Giants,Nganion,DF,13340000
K. Akullo,E,Orange Giants,Imaar Vircoand,DFMF,26640000
F. Adriko,E,Orange Giants,Lefghau,FW,29460000
F. Jee,E,Orange Giants,Nganion,FW,23370000
R. Nuwagaba,E,Orange Giants,Nganion,FW,22290000
T. Sommer,E,Orange Giants,Nganion,FW,17560000
L. Sakurai,E,Orange Giants,Nganion,GK,9560000
M. Murmu,E,Orange Giants,Rosvi,GK,9020000
A. Kuloba,E,Orange Giants,Coastpa Barleslands,MF,24160000
M. Wandera,E,Orange Giants,Imaar Vircoand,MF,16350000
J. Kyasimire,E,Orange Giants,Janmico,MF,21790000
E. Aisah,E,Orange Giants,Nganion,MF,13150000
F. Nakacwa,E,Orange Giants,Nganion,MF,15190000
M. Khatun,E,Orange Giants,Nganion,MF,16200000
P. Farina,E,Orange Giants,Nganion,MFDF,26050000
X. Sung,E,Orange Giants,Lylimi,MFFW,24630000
N. Niwagaba,E,Orange Giants,Nganion,MFFW,30650000
V. Nakiyemba,E,Orange Giants,Northern Namemo Laand,MFFW,33720000
G. Katumba,E,Plane Janes,Biarizea,DF,11350000
C. Ibrahim,E,Plane Janes,Imaar Vircoand,DF,12550000
D. Akia,E,Plane Janes,Nganion,DF,21540000
D. Pal,E,Plane Janes,Nganion,DF,14370000
H. Nakafeero,E,Plane Janes,Nganion,DF,15890000
L. Tino,E,Plane Janes,Nganion,DF,21240000
N. Andama,E,Plane Janes,Nganion,DF,5290000
Z. Hribar,E,Plane Janes,Nganion,DF,10640000
F. Got?,E,Plane Janes,Central Namemo Laand,FW,24290000
S. Wahab,E,Plane Janes,Nganion,FW,30310000
Q. Hämäläinen,E,Plane Janes,Rarita,FW,23390000
G. Musoke,E,Plane Janes,Nganion,FWMF,37890000
J. Chou,E,Plane Janes,Nganion,FWMF,34660000
J. Munguambe,E,Plane Janes,Nganion,FWMF,28840000
S. Kofi,E,Plane Janes,Western Niasland,FWMF,23470000
G. Leung,E,Plane Janes,Nganion,GK,22330000
J. Martin,E,Plane Janes,Nganion,GK,16470000
G. Namugere,E,Plane Janes,Central Namemo Laand,MF,14270000
G. Bariši?,E,Plane Janes,Nganion,MF,37530000
K. Larsson,E,Plane Janes,Nganion,MF,21600000
L. Abdullah,E,Plane Janes,Nganion,MF,24670000
Q. Shemesh,E,Plane Janes,Nganion,MF,6960000
R. Lokiru,E,Plane Janes,Nganion,MF,23320000
Q. Lavyan,E,Plane Janes,Nganion,MFFW,12660000
G. Mlakar,E,Plane Janes,Republic of Denand Landsa,MFFW,23470000
V. Salim,E,Polar Kangaroos,Janmico,DF,10750000
V. Akoli,E,Polar Kangaroos,Lefghau,DF,17040000
V. Quay,E,Polar Kangaroos,Lefghau,DF,16160000
G. Kintu,E,Polar Kangaroos,Manlisgamncent,DF,20340000
L. Wambi,E,Polar Kangaroos,Nganion,DF,16620000
N. Muzenda,E,Polar Kangaroos,Nganion,DF,10740000
H. Nakagolo,E,Polar Kangaroos,Pahon,DF,13530000
A. Kamusiime,E,Polar Kangaroos,People's Land of Maneau,DF,21780000
L. Kav?i?,E,Polar Kangaroos,Western Niasland,DF,11730000
B. Lindberg,E,Polar Kangaroos,Rosvi,DFFW,24860000
G. Owusu,E,Polar Kangaroos,Nganion,FW,36400000
K. Mirza,E,Polar Kangaroos,Nganion,FW,22050000
R. Baidoo,E,Polar Kangaroos,Nganion,FW,25660000
V. Hou,E,Polar Kangaroos,Nganion,FW,11300000
X. Mubiru,E,Polar Kangaroos,Nganion,FW,25680000
D. Groß,E,Polar Kangaroos,Greri Landmoslands,FWMF,28390000
Z. Shonhiwa,E,Polar Kangaroos,Nganion,GK,13600000
S. Nuwagira,E,Polar Kangaroos,Saintu,GK,12510000
K. Nambozo,E,Polar Kangaroos,Dosqaly,MF,12020000
M. Kusiima,E,Polar Kangaroos,Nancipenuaroe,MF,20840000
O. Ueno,E,Polar Kangaroos,Newgan Ruland,MF,23370000
I. Koay,E,Polar Kangaroos,Nganion,MF,3840000
I. Mponda,E,Polar Kangaroos,Nganion,MF,27180000
N. Awad,E,Polar Kangaroos,Nganion,MF,11170000
N. Wahyuni,E,Polar Kangaroos,Nganion,MF,25950000
G. Namakula,E,Polar Kangaroos,Nganion,MFDF,18290000
B. Abubakar,E,Polar Kangaroos,Imaar Vircoand,MFFW,33390000
J. Khoh,E,Polar Kangaroos,Nganion,MFFW,25830000
R. Kiberu,E,Polar Kangaroos,Nganion,MFFW,27250000
O. Nalubega,E,Polar Kangaroos,Southern Ristan,MFFW,29030000
G. Syu,E,Punctual Leopards,Janmico,DF,16940000
T. Lam,E,Punctual Leopards,Nancipenuaroe,DF,7760000
P. Nabbanja,E,Punctual Leopards,Newgan Ruland,DF,9440000
C. Longo,E,Punctual Leopards,Nganion,DF,7630000
L. Dube,E,Punctual Leopards,Nganion,DF,20690000
P. Alobo,E,Punctual Leopards,Nganion,DF,16620000
T. Lawino,E,Punctual Leopards,Nganion,DF,18470000
E. Kalungi,E,Punctual Leopards,Western Niasland,DF,6930000
F. Nagasha,E,Punctual Leopards,Nganion,DFFW,17110000
G. Sule,E,Punctual Leopards,Nganion,DFMF,14110000
K. Sibanda,E,Punctual Leopards,Eastern Sleboube,FW,28860000
E. Walsh,E,Punctual Leopards,Nganion,FW,4570000
P. Ayd?n,E,Punctual Leopards,Nganion,FW,27890000
O. Atwine,E,Punctual Leopards,Janmico,FWMF,28220000
U. Siziba,E,Punctual Leopards,Mico,FWMF,19130000
S. Ibraimo,E,Punctual Leopards,Nganion,FWMF,20870000
S. Sande,E,Punctual Leopards,Nganion,FWMF,16030000
U. Woo,E,Punctual Leopards,Nganion,FWMF,27800000
F. Nasasira,E,Punctual Leopards,Nganion,GK,17810000
L. Antwi,E,Punctual Leopards,Nganion,GK,6130000
Z. Fabre,E,Punctual Leopards,Nganion,GK,22520000
R. Ferretti,E,Punctual Leopards,Coastpa Barleslands,MF,16490000
M. Delgado,E,Punctual Leopards,Ledian,MF,11220000
P. Susanto,E,Punctual Leopards,Lefghau,MF,24650000
C. Simi?,E,Punctual Leopards,Manlisgamncent,MF,14910000
D. Abiria,E,Punctual Leopards,Nganion,MF,13890000
C. Kalua,E,Punctual Leopards,Varijitri Isles,MF,10900000
F. Akongo,E,Punctual Leopards,Nganion,MFFW,1780000
H. Ziegler,E,Punctual Leopards,Nganion,MFFW,12150000
K. Roger,E,Punctual Leopards,Nganion,MFFW,31070000
B. Luki?,E,Running Bigfoots,Dosqaly,DF,13130000
W. Ng,E,Running Bigfoots,Greri Landmoslands,DF,7790000
J. Abdel,E,Running Bigfoots,Lefghau,DF,8260000
C. Kasangaki,E,Running Bigfoots,Nganion,DF,21250000
C. Navarro,E,Running Bigfoots,Nganion,DF,14050000
K. Mpofu,E,Running Bigfoots,Nganion,DF,20820000
X. Nabukalu,E,Running Bigfoots,Nganion,DF,11750000
A. Bondarenko,E,Running Bigfoots,Biarizea,FW,25020000
O. Wong,E,Running Bigfoots,Biarizea,FW,27810000
U. Yong,E,Running Bigfoots,Byasier Pujan,FW,22970000
N. Khalil,E,Running Bigfoots,Dastatesne,FW,26810000
G. Nadunga,E,Running Bigfoots,Imaar Vircoand,FW,26950000
F. Lubowa,E,Running Bigfoots,Newgan Ruland,FW,28900000
E. Mwesigye,E,Running Bigfoots,Nganion,FW,10540000
U. Woo,E,Running Bigfoots,Nganion,FW,28600000
M. Mubangizi,E,Running Bigfoots,Greri Landmoslands,FWMF,20110000
I. Murakami,E,Running Bigfoots,Nganion,FWMF,20150000
P. bin Ibrahim,E,Running Bigfoots,Nganion,FWMF,25820000
N. Mucunguzi,E,Running Bigfoots,Biarizea,GK,16050000
U. Nishimura,E,Running Bigfoots,Galamily,GK,11550000
S. Mäkelä,E,Running Bigfoots,Imaar Vircoand,MF,30000000
G. Gentile,E,Running Bigfoots,Lefghau,MF,18040000
V. Handayani,E,Running Bigfoots,Nganion,MF,22300000
I. Carpentier,E,Running Bigfoots,Rosvi,MFDF,21790000
G. Agustina,E,Running Bigfoots,Imaar Vircoand,MFFW,20360000
F. Ngulube,E,Running Bigfoots,Nganion,MFFW,20070000
X. Muzaki,E,Sassy Knights,Imaar Vircoand,DF,10440000
L. Kimuli,E,Sassy Knights,Nathuacamana,DF,16100000
G. Varma,E,Sassy Knights,Nganion,DF,19220000
J. Chan,E,Sassy Knights,Nganion,DF,16390000
K. Byakatonda,E,Sassy Knights,Nganion,DF,13800000
Q. Alonso,E,Sassy Knights,Nganion,DF,21540000
T. Nalugo,E,Sassy Knights,Nganion,DF,21490000
A. binti Zakaria,E,Sassy Knights,Zacia Lygia,DF,16890000
S. Baig,E,Sassy Knights,Nganion,DFMF,20820000
F. Rozman,E,Sassy Knights,Imaar Vircoand,FW,29620000
K. Benhamou,E,Sassy Knights,Nganion,FW,20010000
K. Vogel,E,Sassy Knights,Nganion,FW,29010000
L. Ibrahimovi?,E,Sassy Knights,Nganion,FW,23980000
M. Acola,E,Sassy Knights,Nganion,FW,6940000
T. Jiu,E,Sassy Knights,Nganion,FW,22850000
F. Magaia,E,Sassy Knights,Nganion,FWMF,9350000
H. Abe,E,Sassy Knights,Nganion,FWMF,18800000
L. Nakalembe,E,Sassy Knights,Nganion,FWMF,30390000
G. Alali,E,Sassy Knights,Nganion,GK,15300000
I. Kisitu,E,Sassy Knights,Nganion,GK,21240000
M. Sseguya,E,Sassy Knights,Nganion,GK,10830000
F. Lukyamuzi,E,Sassy Knights,Nganion,MF,22320000
J. Kayendeke,E,Sassy Knights,Nganion,MF,31370000
P. Ngamita,E,Sassy Knights,Nganion,MF,14990000
Y. Arinitwe,E,Sassy Knights,Nganion,MF,10010000
J. Poto?nik,E,Sassy Knights,Rosvi,MF,9110000
K. Deng,E,Sassy Knights,Nganion,MFDF,14020000
C. Said,E,Sassy Knights,Nganion,MFFW,29730000
J. Pradhan,E,Sassy Knights,Nganion,MFFW,24200000
R. Tumusiime,E,Sassy Knights,Nganion,MFFW,23950000
V. Phung,E,Sassy Knights,Nganion,MFFW,27070000
I. Leibowitz,E,Screaming Ramblers,Imaar Vircoand,DF,10370000
K. Asadi,E,Screaming Ramblers,Lefghau,DF,8410000
A. O'Connor,E,Screaming Ramblers,Nganion,DF,18420000
B. Binder,E,Screaming Ramblers,Nganion,DF,19170000
E. Miyamoto,E,Screaming Ramblers,Nganion,DF,14240000
G. Magaya,E,Screaming Ramblers,Nganion,DF,9490000
O. Gatti,E,Screaming Ramblers,Nganion,DF,17440000
S. Kule,E,Screaming Ramblers,Nganion,DF,18190000
T. Haim,E,Screaming Ramblers,Nganion,DF,16540000
O. Bošnjak,E,Screaming Ramblers,Northern Namemo Laand,DF,9060000
Q. Amanya,E,Screaming Ramblers,Hazi Kimar,FW,6110000
H. Namwase,E,Screaming Ramblers,Nganion,FW,29030000
S. Nyathi,E,Screaming Ramblers,Nganion,FW,26020000
D. Mugisa,E,Screaming Ramblers,Xikong,FWDF,28660000
C. Ismail,E,Screaming Ramblers,Nganion,GK,7530000
F. Dauda,E,Screaming Ramblers,Nganion,GK,19150000
M. Ategeka,E,Screaming Ramblers,Nganion,GK,10980000
I. Suleman,E,Screaming Ramblers,Central Badad,MF,10520000
Q. Kobusinge,E,Screaming Ramblers,Nancipenuaroe,MF,11320000
F. Mbale,E,Screaming Ramblers,Nganion,MF,17570000
F. Ohana,E,Screaming Ramblers,Nganion,MF,1870000
H. Tukamuhebwa,E,Screaming Ramblers,Nganion,MF,8040000
I. Okiror,E,Screaming Ramblers,Nganion,MF,17030000
J. Mutonyi,E,Screaming Ramblers,Nganion,MF,9420000
K. Kaunda,E,Screaming Ramblers,Nganion,MF,4400000
Q. Muwanguzi,E,Screaming Ramblers,Nganion,MF,14680000
Q. Pellegrino,E,Screaming Ramblers,Nganion,MF,24210000
S. Wimmer,E,Screaming Ramblers,Nganion,MF,27040000
L. Odur,E,Screaming Ramblers,Rosvi,MF,14250000
N. Kumar,E,Screaming Ramblers,Nganion,MFFW,31710000
U. Kizito,E,Screaming Ramblers,Nganion,MFFW,11810000
R. Lambert,E,Screaming Ramblers,Ngoque Blicri,MFFW,30970000
C. Machingura,E,Serious Magicians,Nganion,DF,27800000
G. Riva,E,Serious Magicians,Nganion,DF,9320000
L. Khonje,E,Serious Magicians,Nganion,DF,11140000
P. Okoth,E,Serious Magicians,Nganion,DF,25010000
V. Ang,E,Serious Magicians,Nganion,DF,15450000
X. Ayugi,E,Serious Magicians,Nganion,DF,8550000
P. Paterson,E,Serious Magicians,Nganion,DFFW,17180000
F. Nakalema,E,Serious Magicians,Nganion,FW,22150000
G. Mussa,E,Serious Magicians,Nganion,FW,25910000
H. Mancini,E,Serious Magicians,Nganion,FW,24740000
Z. Amito,E,Serious Magicians,Nganion,FW,23190000
E. Mudzingwa,E,Serious Magicians,Rarita,FW,15540000
D. Jena,E,Serious Magicians,Nganion,FWDF,13620000
H. Kikuchi,E,Serious Magicians,Nganion,FWMF,17700000
J. Maneno,E,Serious Magicians,Nganion,FWMF,23540000
W. Ofori,E,Serious Magicians,Unicorporated Tiagascar,FWMF,16120000
C. Musana,E,Serious Magicians,Nganion,GK,13050000
R. Hall,E,Serious Magicians,Nganion,GK,4230000
C. Luká?,E,Serious Magicians,Nganion,MF,31360000
D. De Jong,E,Serious Magicians,Nganion,MF,18120000
F. Sow,E,Serious Magicians,Nganion,MF,17940000
I. Cheong,E,Serious Magicians,Nganion,MF,15370000
R. Chandia,E,Serious Magicians,Nganion,MF,12900000
T. Vidmar,E,Serious Magicians,Nganion,MF,19810000
X. Owori,E,Serious Magicians,Nganion,MF,26430000
F. Salifu,E,Serious Magicians,Nganion,MFFW,24490000
D. Horn,E,Swift Bison,Dosqaly,DF,8570000
H. Jovanovi?,E,Swift Bison,Dosqaly,DF,11990000
C. Najafi,E,Swift Bison,Greri Landmoslands,DF,22730000
N. Kasangaki,E,Swift Bison,Imaar Vircoand,DF,12520000
E. Bukar,E,Swift Bison,Lefghau,DF,16580000
A. Muller,E,Swift Bison,Nganion,DF,12560000
E. Balog,E,Swift Bison,Nganion,DF,16360000
H. Kajumba,E,Swift Bison,Nganion,DF,17030000
Q. Namazzi,E,Swift Bison,Nganion,DF,18560000
R. Ueta,E,Swift Bison,Sobianitedrucy,DF,22310000
T. Neves,E,Swift Bison,Sobianitedrucy,DF,16700000
C. Popescu,E,Swift Bison,Mico,DFMF,15750000
N. bin Sulaiman,E,Swift Bison,Dosqaly,FW,22980000
I. Kiiza,E,Swift Bison,Janmico,FW,21720000
Q. Fernandes,E,Swift Bison,Nganion,FW,22990000
J. Elsayed,E,Swift Bison,Nganion,FWMF,26590000
O. Nabunya,E,Swift Bison,Byasier Pujan,GK,14000000
G. Taruvinga,E,Swift Bison,Nganion,GK,17120000
Y. Nakkazi,E,Swift Bison,Dosqaly,MF,13850000
B. Reyes,E,Swift Bison,Esian Republic,MF,13450000
B. Tong,E,Swift Bison,Nganion,MF,15560000
G. Namuganza,E,Swift Bison,Rarita,MF,30030000
W. Ghosh,E,Swift Bison,Eastern Sleboube,MFFW,32030000
B. Kwek,E,Swift Bison,Greri Landmoslands,MFFW,18290000
E. Obbo,E,Swift Bison,Landli Blicporlip,MFFW,19580000
K. Mukwaya,E,Swift Bison,Nganion,MFFW,21870000
L. Kagoya,E,Swift Bison,Nganion,MFFW,3380000
S. Nakasi,E,Swift Bison,Nganion,MFFW,32830000
O. Alon,E,Swift Marauders,Dosqaly,DF,14670000
N. More,E,Swift Marauders,Janmico,DF,13150000
D. Gauthier,E,Swift Marauders,Lefghau,DF,12140000
B. Ogwang,E,Swift Marauders,Nganion,DF,19990000
E. Giraud,E,Swift Marauders,Nganion,DF,11950000
G. Rizzo,E,Swift Marauders,Nganion,DF,9900000
Q. Kayondo,E,Swift Marauders,Nganion,DF,15490000
S. Jimoh,E,Swift Marauders,Nganion,DF,23030000
Z. Maneno,E,Swift Marauders,Nganion,DF,12880000
Q. Tng,E,Swift Marauders,Western Niasland,DF,14830000
D. Akugizibwe,E,Swift Marauders,Imaar Vircoand,DFMF,23120000
F. Rosario,E,Swift Marauders,Nganion,DFMF,15260000
S. Dlamini,E,Swift Marauders,Nganion,DFMF,17880000
F. Harutyunyan,E,Swift Marauders,Central Namemo Laand,FW,7550000
E. Chebet,E,Swift Marauders,Imaar Vircoand,FW,21350000
L. Maleki,E,Swift Marauders,Imaar Vircoand,FW,26480000
I. Castro,E,Swift Marauders,Nganion,FW,25700000
V. Yohane,E,Swift Marauders,Imaar Vircoand,FWMF,19220000
C. Nanyonga,E,Swift Marauders,Nganion,FWMF,17840000
Z. Muratovi?,E,Swift Marauders,Nganion,FWMF,15920000
Y. Sunday,E,Swift Marauders,Northern Ramo Rastemoa,FWMF,30400000
K. Darawshi,E,Swift Marauders,Nganion,GK,15610000
V. Vincent,E,Swift Marauders,Nganion,GK,18540000
I. Nalweyiso,E,Swift Marauders,Nganion,MF,19130000
T. Marufu,E,Swift Marauders,Nganion,MF,6460000
Y. Norouzi,E,Swift Marauders,Nganion,MF,22980000
I. Moreau,E,Swift Marauders,Nganion,MFDF,15820000
D. Bagheri,E,Swift Marauders,Nganion,MFFW,10500000
F. Obua,E,Swift Marauders,Nganion,MFFW,14790000
L. Bergmann,E,Swift Marauders,Nganion,MFFW,23280000
Y. Atuheire,E,Swift Marauders,Nganion,MFFW,15640000
I. Manuel,E,Ultimate Penguins,Biarizea,DF,24140000
B. Turinawe,E,Ultimate Penguins,Lefghau,DF,15070000
H. Nieminen,E,Ultimate Penguins,Lefghau,DF,27130000
L. Alqahtani,E,Ultimate Penguins,Nganion,DF,16530000
L. Olsson,E,Ultimate Penguins,Nganion,DF,17000000
U. Ahebwa,E,Ultimate Penguins,Nganion,DF,19830000
O. Farkas,E,Ultimate Penguins,Pierrema,DF,21980000
G. Mishra,E,Ultimate Penguins,Nganion,DFMF,17640000
P. Kralj,E,Ultimate Penguins,Nganion,FW,12380000
U. Jansons,E,Ultimate Penguins,Nganion,FW,23900000
G. Chu,E,Ultimate Penguins,Nganion,FWMF,6280000
T. Amer,E,Ultimate Penguins,Nganion,FWMF,26460000
"K. Jao,",E,Ultimate Penguins,Nganion,GK,8160000
O. Hamdan,E,Ultimate Penguins,Nganion,GK,8040000
U. Lang,E,Ultimate Penguins,Central Namemo Laand,MF,17660000
I. Mwale,E,Ultimate Penguins,Greri Landmoslands,MF,19780000
