Player,League,Squad,Country,Position,Annualized Salary
A. Harutyunyan,E,Deferred Dolphins,Western Niasland,FWMF,28090000
G. Eng,E,Deferred Dolphins,Zamlie Niabangthe,FWMF,25220000
K. Kravchenko,E,Deferred Dolphins,Greri Landmoslands,GK,11670000
E. Kantono,E,Deferred Dolphins,Nganion,GK,20780000
Q. König,E,Deferred Dolphins,Nganion,GK,14980000
B. Kaonga,E,Deferred Dolphins,Central Namemo Laand,MF,12030000
Z. Johansen,E,Deferred Dolphins,Dosqaly,MF,24290000
A. Agyapong,E,Deferred Dolphins,Imaar Vircoand,MF,5800000
G. Akoli,E,Deferred Dolphins,Nganion,MF,27140000
M. Kebirungi,E,Deferred Dolphins,Nganion,MF,15880000
W. Mahato,E,Deferred Dolphins,Nganion,MF,31040000
X. Kidega,E,Deferred Dolphins,Nganion,MF,18960000
B. Ayuba,E,Deferred Dolphins,Rarita,MF,21950000
I. Benedetti,E,Deferred Dolphins,Zamlie Niabangthe,MF,28760000
D. Magala,E,Deferred Dolphins,Republic of Denand Landsa,MFDF,17680000
F. bin Zakaria,E,Deferred Dolphins,Nganion,MFFW,25560000
C. Negri,E,Delta Colts,Biarizea,DF,29610000
G. Syu,E,Delta Colts,Janmico,DF,15320000
C. Emmanuel,E,Delta Colts,Nganion,DF,5490000
C. Roux,E,Delta Colts,Nganion,DF,11700000
D. Ngo,E,Delta Colts,Nganion,DF,15370000
H. Shuaibu,E,Delta Colts,Nganion,DF,18700000
I. Niwamanya,E,Delta Colts,Nganion,DF,13970000
K. Awuah,E,Delta Colts,Nganion,DF,16050000
O. Mohammad,E,Delta Colts,Nganion,DF,14460000
P. Hassan,E,Delta Colts,Northslands,DF,13510000
K. Kastelic,E,Delta Colts,Nganion,DFMF,12240000
N. Turyasingura,E,Delta Colts,Nganion,DFMF,9090000
V. Abu,E,Delta Colts,Nganion,DFMF,17960000
Q. Maturu,E,Delta Colts,Dastatesne,FW,26480000
D. Purwanto,E,Delta Colts,Lefghau,FW,18520000
C. Schmidt,E,Delta Colts,Nganion,FW,20750000
L. Bogere,E,Delta Colts,Nganion,FW,22260000
T. Sinaga,E,Delta Colts,Rarita,FWMF,23150000
W. Ofori,E,Delta Colts,Unicorporated Tiagascar,FWMF,26690000
C. Shevchenko,E,Delta Colts,Nganion,GK,14210000
F. Dauda,E,Delta Colts,Nganion,GK,5730000
F. Ainembabazi,E,Delta Colts,Nganion,MF,11250000
I. Savage,E,Delta Colts,Nganion,MF,20650000
J. Choi,E,Delta Colts,Nganion,MF,5390000
M. Korugyendo,E,Delta Colts,Nganion,MF,20520000
M. Naluwooza,E,Delta Colts,Nganion,MF,27670000
R. Kabuye,E,Delta Colts,Nganion,MF,19740000
V. Bellini,E,Delta Colts,Nganion,MF,9910000
I. Soko,E,Delta Colts,Greri Landmoslands,MFFW,25490000
D. Law,E,Delta Colts,Nganion,MFFW,25600000
J. Mugenyi,E,Delta Colts,Nganion,MFFW,15730000
V. Nakiyemba,E,Delta Colts,Northern Namemo Laand,MFFW,35910000
J. Ayebare,E,Festive Governors,Dosqaly,DF,17290000
L. Wilson,E,Festive Governors,Dosqaly,DF,12000000
M. Takata,E,Festive Governors,Janmico,DF,16010000
A. Nilsen,E,Festive Governors,Nganion,DF,14680000
V. Nazziwa,E,Festive Governors,Nganion,DF,21970000
Y. Ssentongo,E,Festive Governors,Nganion,DF,15800000
Z. Acidri,E,Festive Governors,Nganion,DF,14970000
U. Roussel,E,Festive Governors,Slandsganiamayotteque,DF,18990000
I. Hsieh,E,Festive Governors,Nganion,DFMF,10970000
U. Nafula,E,Festive Governors,Mico,FW,29050000
K. bin Ali,E,Festive Governors,Nganion,FW,37550000
P. Peh,E,Festive Governors,Dosqaly,FWDF,19590000
O. Aboagye,E,Festive Governors,Dosqaly,FWMF,28190000
A. Yosef,E,Festive Governors,Greri Landmoslands,FWMF,29900000
L. Ndyanabo,E,Festive Governors,Imaar Vircoand,FWMF,36590000
W. Abeja,E,Festive Governors,Esia,GK,10460000
G. Kyobutungi,E,Festive Governors,Lefghau,GK,11650000
C. Medina,E,Festive Governors,Nganion,MF,37310000
I. Babirye,E,Festive Governors,Nganion,MF,6420000
P. Tibesigwa,E,Festive Governors,Nganion,MF,26820000
X. Nankya,E,Festive Governors,Nganion,MF,27360000
Z. Gholami,E,Festive Governors,Nganion,MF,20060000
O. Mészáros,E,Festive Governors,Unicorporated Tiagascar,MF,20870000
H. Gaillard,E,Festive Governors,Byasier Pujan,MFDF,21420000
G. Ochwo,E,Festive Governors,Lefghau,MFFW,32710000
G. Katumba,E,Flying Penguins,Biarizea,DF,7820000
D. Egger,E,Flying Penguins,Janmico,DF,20930000
J. Zacarias,E,Flying Penguins,Janmico,DF,11630000
N. Nassiri,E,Flying Penguins,Janmico,DF,13580000
K. Moshe,E,Flying Penguins,Nancipenuaroe,DF,13080000
V. Caputo,E,Flying Penguins,Nganion,DF,14800000
J. Ko,E,Flying Penguins,Southern Viout Aman,DF,26560000
W. Iddrisu,E,Flying Penguins,Nganion,DFMF,22430000
O. Balog,E,Flying Penguins,Rarita,DFMF,9730000
E. Thembo,E,Flying Penguins,Nganion,FW,25430000
R. Baidoo,E,Flying Penguins,Nganion,FW,10830000
M. Nakyejwe,E,Flying Penguins,Varijitri Isles,FW,28880000
V. Pathan,E,Flying Penguins,Coastpa Barleslands,FWMF,40090000
T. Tushemereirwe,E,Flying Penguins,Nganion,FWMF,34540000
G. Nakasi,E,Flying Penguins,Western Niasland,FWMF,20890000
B. Brandt,E,Flying Penguins,Nganion,GK,23680000
V. Awio,E,Flying Penguins,Nganion,GK,17960000
H. Gomo,E,Flying Penguins,Janmico,MF,30020000
F. Eid,E,Flying Penguins,Manlisgamncent,MF,22720000
X. Marroquín,E,Flying Penguins,Nancipenuaroe,MF,17520000
I. Basemera,E,Flying Penguins,Nganion,MF,22200000
Q. Sousa,E,Flying Penguins,Reugha,MF,35050000
Q. Naturinda,E,Flying Penguins,Rosvi,MF,18420000
H. Chevalier,E,Flying Penguins,Central Namemo Laand,MFDF,12510000
G. Nalwoga,E,Flying Penguins,Nganion,MFDF,19800000
R. Khonje,E,Flying Penguins,Nganion,MFDF,22070000
D. Kau,E,Flying Penguins,Southslands,MFDF,25590000
M. Braun,E,Flying Penguins,Zacia Lygia,MFDF,37800000
T. Mendes,E,Flying Penguins,Lylimi,MFFW,20600000
A. Murata,E,Flying Penguins,Nganion,MFFW,19930000
I. Babirye,E,Flying Penguins,Nganion,MFFW,23710000
R. Kukk,E,Hideous Spiders,Greri Landmoslands,DF,10850000
G. Kiggundu,E,Hideous Spiders,Ingre,DF,22790000
Y. Zgambo,E,Hideous Spiders,Janmico,DF,12500000
L. Sayed,E,Hideous Spiders,Ledian,DF,22540000
E. Kovács,E,Hideous Spiders,Nganion,DF,19470000
G. Kalyango,E,Hideous Spiders,Nganion,DF,18020000
K. Mahmood,E,Hideous Spiders,Nganion,DF,20190000
L. Blanc,E,Hideous Spiders,Nganion,DF,15000000
N. Jørgensen,E,Hideous Spiders,Nganion,DF,19140000
K. Quarshie,E,Hideous Spiders,Nganion,FW,28330000
W. Dufour,E,Hideous Spiders,Nganion,FW,7450000
I. Mukisa,E,Hideous Spiders,Lylimi,FWMF,22960000
A. Negri,E,Hideous Spiders,Nganion,FWMF,25210000
D. Ghasemi,E,Hideous Spiders,Nganion,FWMF,14430000
G. Musoke,E,Hideous Spiders,Nganion,FWMF,31280000
V. Sserugo,E,Hideous Spiders,Nganion,FWMF,24350000
F. De Groot,E,Hideous Spiders,Nganion,GK,21790000
J. Martin,E,Hideous Spiders,Nganion,GK,9080000
I. Akulu,E,Hideous Spiders,Central Diasongo,MF,25390000
J. Sulji?,E,Hideous Spiders,Nganion,MF,6670000
L. Rusere,E,Hideous Spiders,Nganion,MF,22770000
M. Mudimba,E,Hideous Spiders,Nganion,MF,12440000
D. Ayesiga,E,Hideous Spiders,Nganion,MFFW,22470000
E. Salem,E,Hideous Spiders,Nganion,MFFW,16850000
L. Sanz,E,Hideous Spiders,Nganion,MFFW,18820000
Q. Nagadya,E,Hideous Spiders,Nganion,MFFW,24180000
J. Bernard,E,Hideous Spiders,Republic of Denand Landsa,MFFW,13420000
O. Okamoto,E,Horrible Bison,Dosqaly,DF,14300000
C. Nakitto,E,Horrible Bison,Nganion,DF,19040000
D. Hara,E,Horrible Bison,Nganion,DF,28070000
G. Leone,E,Horrible Bison,Nganion,DF,19210000
H. Lo,E,Horrible Bison,Nganion,DF,10310000
I. Tng,E,Horrible Bison,Nganion,DF,14500000
L. Adikini,E,Horrible Bison,Nganion,DF,18400000
P. Halvorsen,E,Horrible Bison,Nganion,DF,17470000
R. Orlando,E,Horrible Bison,Nganion,DF,4480000
X. Smith,E,Horrible Bison,Nganion,DF,17990000
W. Kobusingye,E,Horrible Bison,Dosqaly,DFMF,12470000
Z. Kneževi?,E,Horrible Bison,Lefghau,FW,26700000
O. Zen,E,Horrible Bison,Xikong,FW,23110000
B. Male,E,Horrible Bison,Nganion,FWMF,27960000
G. Twebaze,E,Horrible Bison,Nganion,FWMF,30470000
O. Rodrigues,E,Horrible Bison,Nganion,FWMF,32480000
T. Ong,E,Horrible Bison,Nganion,FWMF,28350000
Z. Nakiwala,E,Horrible Bison,Rarita,FWMF,24480000
G. Nalukwago,E,Horrible Bison,Southern Ristan,FWMF,26750000
I. Ajiko,E,Horrible Bison,Nganion,GK,29100000
A. Johannessen,E,Horrible Bison,Nganion,MF,14920000
D. Mulumba,E,Horrible Bison,Nganion,MF,7660000
E. Zen,E,Horrible Bison,Nganion,MF,22100000
E. Zoabi,E,Horrible Bison,Nganion,MF,35290000
J. binti Hashim,E,Horrible Bison,Nganion,MF,11860000
K. Kabonesa,E,Horrible Bison,Nganion,MF,11740000
K. Mugala,E,Horrible Bison,Nganion,MF,15330000
O. Szilágyi,E,Horrible Bison,Nganion,MF,23410000
S. Gutiérrez,E,Horrible Bison,Nganion,MFFW,19990000
U. Nyakaisiki,E,Horrible Bison,Nganion,MFFW,30920000
A. Lalam,E,Mad Bees,Greri Landmoslands,DF,10510000
D. Kalni?š,E,Mad Bees,Nganion,DF,14700000
O. Akia,E,Mad Bees,Nganion,DF,18850000
R. Koch,E,Mad Bees,Nganion,DF,13680000
V. Chimwaza,E,Mad Bees,Nganion,DF,8940000
Y. Okori,E,Mad Bees,Nganion,DF,28970000
H. Chakraborty,E,Mad Bees,South Sati Fatina,DF,15200000
C. Benhamou,E,Mad Bees,Nganion,DFMF,24210000
X. Nambooze,E,Mad Bees,Nganion,DFMF,18690000
O. Manhica,E,Mad Bees,Nganion,FW,35920000
Q. Salehi,E,Mad Bees,Nganion,FW,28090000
T. Chandiru,E,Mad Bees,Nganion,FW,27450000
Y. Fallah,E,Mad Bees,Nganion,FW,19000000
J. Taylor,E,Mad Bees,Nganion,FWMF,37320000
E. Lungu,E,Mad Bees,Nganion,GK,10090000
K. Nkhoma,E,Mad Bees,Nganion,GK,17380000
R. Martino,E,Mad Bees,Nganion,GK,25950000
V. Marino,E,Mad Bees,Badad,MF,32830000
E. Andoh,E,Mad Bees,Central Diasongo,MF,13160000
J. Akbari,E,Mad Bees,Eastern Sleboube,MF,3500000
C. Attias,E,Mad Bees,Nganion,MF,21850000
W. Ross,E,Mad Bees,Nganion,MF,6490000
Y. Nakimbugwe,E,Mad Bees,Nganion,MF,22000000
V. Fernandez,E,Mad Bees,Pahon,MF,16100000
O. Visser,E,Mad Bees,Rosvi,MF,8670000
U. Wahyudi,E,Mad Bees,Tiagascar Westlands,MF,15740000
L. Nangiro,E,Mad Bees,Eastern Niasland,MFFW,32320000
E. Hayati,E,Mad Bees,Nganion,MFFW,27070000
J. bin Hashim,E,Mad Bees,Nganion,MFFW,30550000
O. Seah,E,Mad Kingsmen,Dosqaly,DF,20330000
V. Andersson,E,Mad Kingsmen,Dosqaly,DF,13910000
C. Pavlovi?,E,Mad Kingsmen,Lefghau,DF,10890000
M. Kayesu,E,Mad Kingsmen,Lefghau,DF,20340000
A. Richard,E,Mad Kingsmen,Nganion,DF,26280000
B. Bwambale,E,Mad Kingsmen,Nganion,DF,19390000
D. Huda,E,Mad Kingsmen,Nganion,DF,29820000
G. Nakalema,E,Mad Kingsmen,Nganion,DF,24150000
N. Quinn,E,Mad Kingsmen,Nganion,DF,14770000
R. Morin,E,Mad Kingsmen,Nganion,DF,21180000
G. Yunusa,E,Mad Kingsmen,Nganion,DFFW,29190000
K. Umar,E,Mad Kingsmen,Nganion,DFFW,29290000
Y. Sen,E,Mad Kingsmen,Dosqaly,FW,29360000
M. Kneževi?,E,Mad Kingsmen,Lefghau,FW,31640000
S. Costa,E,Mad Kingsmen,Lefghau,FW,25400000
J. Atuhairwe,E,Mad Kingsmen,Morticre,FW,28960000
D. Adebayo,E,Mad Kingsmen,Nganion,FW,11010000
X. Rana,E,Mad Kingsmen,Nganion,FW,23410000
Q. Lou,E,Mad Kingsmen,Nganion,FWDF,7000000
C. Neri,E,Mad Kingsmen,Nganion,FWMF,36900000
F. Claes,E,Mad Kingsmen,Rosvi,FWMF,35470000
N. Utami,E,Mad Kingsmen,Southern Ristan,FWMF,30970000
Y. Ruggiero,E,Mad Kingsmen,Southern Ristan,GK,15930000
Y. Nagudi,E,Mad Kingsmen,Esia,MF,22940000
T. Cortez,E,Mad Kingsmen,Janmico,MF,20090000
E. Okurut,E,Mad Kingsmen,Lefghau,MF,14840000
C. Nangobi,E,Mad Kingsmen,Manlisgamncent,MF,18300000
A. Mugisha,E,Mad Kingsmen,Nganion,MFDF,16380000
D. Ocokoru,E,Mad Kingsmen,Nganion,MFFW,19010000
H. David,E,Mad Kingsmen,Redohrainbri,MFFW,11890000
F. Taruvinga,E,Orange Giants,Greri Landmoslands,DF,16720000
I. Beh,E,Orange Giants,Greri Landmoslands,DF,10570000
S. Nansamba,E,Orange Giants,Imaar Vircoand,DF,19860000
A. Hudák,E,Orange Giants,Nganion,DF,17740000
A. Tio,E,Orange Giants,Nganion,DF,11490000
C. Lunyolo,E,Orange Giants,Nganion,DF,13020000
C. Yousef,E,Orange Giants,Nganion,DF,18700000
H. Gumisiriza,E,Orange Giants,Nganion,DF,13020000
U. Businge,E,Orange Giants,Nganion,DF,5890000
I. Murakami,E,Orange Giants,Nganion,DFMF,10430000
R. Nuwagaba,E,Orange Giants,Nganion,FW,24460000
S. Layet,E,Orange Giants,Nganion,FW,13320000
T. Sommer,E,Orange Giants,Nganion,FW,17770000
X. Bekher,E,Orange Giants,Lylimi,FWMF,26960000
F. Jee,E,Orange Giants,Nganion,FWMF,25500000
G. Orlando,E,Orange Giants,Nganion,FWMF,3460000
W. Wandera,E,Orange Giants,Nkasland Cronestan,FWMF,14930000
L. Sakurai,E,Orange Giants,Nganion,GK,9820000
M. Murmu,E,Orange Giants,Rosvi,GK,9140000
A. Kuloba,E,Orange Giants,Coastpa Barleslands,MF,24610000
A. Luna,E,Orange Giants,Nganion,MF,15810000
F. Nakacwa,E,Orange Giants,Nganion,MF,15780000
M. Khatun,E,Orange Giants,Nganion,MF,16870000
U. bin Abdullah,E,Orange Giants,Nganion,MF,18980000
X. Sharma,E,Orange Giants,Nganion,MF,27540000
Y. Kasozi,E,Orange Giants,Greri Landmoslands,MFDF,10080000
P. Farina,E,Orange Giants,Nganion,MFDF,27010000
X. Sung,E,Orange Giants,Lylimi,MFFW,25790000
E. Mwesigye,E,Orange Giants,Nganion,MFFW,27730000
N. Niwagaba,E,Orange Giants,Nganion,MFFW,31550000
G. Katumba,E,Plane Janes,Biarizea,DF,11770000
C. Ibrahim,E,Plane Janes,Imaar Vircoand,DF,13610000
L. Kimuli,E,Plane Janes,Nathuacamana,DF,18090000
D. Akia,E,Plane Janes,Nganion,DF,22300000
D. Pal,E,Plane Janes,Nganion,DF,15490000
N. Andama,E,Plane Janes,Nganion,DF,5470000
U. Ahebwa,E,Plane Janes,Nganion,DF,17870000
Z. Hribar,E,Plane Janes,Nganion,DF,10780000
H. bin Ibrahim,E,Plane Janes,Imaar Vircoand,DFMF,23600000
A. Muller,E,Plane Janes,Nganion,DFMF,10730000
H. Nakafeero,E,Plane Janes,Nganion,DFMF,16510000
D. Ebrahimi,E,Plane Janes,Nganion,FW,8730000
S. Wahab,E,Plane Janes,Nganion,FW,31090000
Q. Hämäläinen,E,Plane Janes,Rarita,FW,24610000
S. Kofi,E,Plane Janes,Western Niasland,FW,24470000
J. Chou,E,Plane Janes,Nganion,FWMF,36420000
L. Suárez,E,Plane Janes,Nganion,FWMF,30550000
F. K?rkli?š,E,Plane Janes,Imaar Vircoand,GK,16060000
G. Leung,E,Plane Janes,Nganion,GK,23490000
J. Graham,E,Plane Janes,Dosqaly,MF,19910000
Y. Nakkazi,E,Plane Janes,Dosqaly,MF,14290000
K. Larsson,E,Plane Janes,Nganion,MF,21780000
L. Abdullah,E,Plane Janes,Nganion,MF,24700000
Q. Barbier,E,Plane Janes,Nganion,MF,29960000
R. Lokiru,E,Plane Janes,Nganion,MF,25110000
G. Namuganza,E,Plane Janes,Rarita,MF,29660000
T. Mendes,E,Plane Janes,Lylimi,MFFW,26150000
J. Munguambe,E,Plane Janes,Nganion,MFFW,29120000
G. Mlakar,E,Plane Janes,Republic of Denand Landsa,MFFW,25370000
V. Salim,E,Polar Kangaroos,Janmico,DF,11040000
V. Akoli,E,Polar Kangaroos,Lefghau,DF,17130000
V. Quay,E,Polar Kangaroos,Lefghau,DF,17050000
G. Kintu,E,Polar Kangaroos,Manlisgamncent,DF,21310000
L. Wambi,E,Polar Kangaroos,Nganion,DF,17720000
N. Muzenda,E,Polar Kangaroos,Nganion,DF,11260000
Q. Roy,E,Polar Kangaroos,Nganion,DF,13070000
H. Nakagolo,E,Polar Kangaroos,Pahon,DF,14860000
A. Kamusiime,E,Polar Kangaroos,People's Land of Maneau,DF,23600000
O. Nalubega,E,Polar Kangaroos,Southern Ristan,DFMF,31350000
I. Stoica,E,Polar Kangaroos,Janmico,FW,30780000
X. Mubiru,E,Polar Kangaroos,Nganion,FW,26730000
U. Iskandar,E,Polar Kangaroos,Dosqaly,FWMF,21420000
D. Groß,E,Polar Kangaroos,Greri Landmoslands,FWMF,31200000
B. Abubakar,E,Polar Kangaroos,Imaar Vircoand,FWMF,33840000
S. Nuwagira,E,Polar Kangaroos,Saintu,GK,13220000
M. Kusiima,E,Polar Kangaroos,Nancipenuaroe,MF,21000000
O. Ueno,E,Polar Kangaroos,Newgan Ruland,MF,24350000
I. Mponda,E,Polar Kangaroos,Nganion,MF,29850000
G. Namakula,E,Polar Kangaroos,Nganion,MFDF,18630000
J. Khoh,E,Polar Kangaroos,Nganion,MFDF,27280000
K. Nambozo,E,Polar Kangaroos,Dosqaly,MFFW,12660000
B. Reyes,E,Polar Kangaroos,Esian Republic,MFFW,20240000
T. Robert,E,Polar Kangaroos,Janmico,MFFW,14790000
R. Kiberu,E,Polar Kangaroos,Nganion,MFFW,27850000
G. Syu,E,Punctual Leopards,Janmico,DF,18160000
T. Lam,E,Punctual Leopards,Nancipenuaroe,DF,8420000
P. Nabbanja,E,Punctual Leopards,Newgan Ruland,DF,10070000
C. Kavuma,E,Punctual Leopards,Nganion,DF,17900000
E. Wang,E,Punctual Leopards,Nganion,DF,17210000
I. Eriksen,E,Punctual Leopards,Nganion,DF,11430000
L. Arai,E,Punctual Leopards,Nganion,DF,19010000
P. Alobo,E,Punctual Leopards,Nganion,DF,17430000
T. Lawino,E,Punctual Leopards,Nganion,DF,19270000
E. Kalungi,E,Punctual Leopards,Western Niasland,DF,7480000
L. Maleki,E,Punctual Leopards,Imaar Vircoand,FW,20110000
P. Ayd?n,E,Punctual Leopards,Nganion,FW,28190000
S. Ibraimo,E,Punctual Leopards,Nganion,FW,21500000
L. Nahwera,E,Punctual Leopards,Nganion,FWMF,26230000
I. Alghamdi,E,Punctual Leopards,Varijitri Isles,FWMF,21360000
L. Antwi,E,Punctual Leopards,Nganion,GK,6370000
Z. Fabre,E,Punctual Leopards,Nganion,GK,24720000
I. Ademovi?,E,Punctual Leopards,Former Maneau,MF,22590000
W. Amankwah,E,Punctual Leopards,Imaar Vircoand,MF,37140000
D. Abiria,E,Punctual Leopards,Nganion,MF,14630000
I. Muhammed,E,Punctual Leopards,Nganion,MF,18630000
K. Roger,E,Punctual Leopards,Nganion,MF,33690000
R. Adeke,E,Punctual Leopards,Nganion,MF,5650000
R. Rahim,E,Punctual Leopards,Ngoque Blicri,MF,12090000
C. Kalua,E,Punctual Leopards,Varijitri Isles,MF,11850000
Q. Namusobya,E,Punctual Leopards,Nganion,MFDF,15850000
L. Tusiime,E,Punctual Leopards,Janmico,MFFW,6560000
A. Kawala,E,Punctual Leopards,Nganion,MFFW,25770000
H. Ziegler,E,Punctual Leopards,Nganion,MFFW,12160000
U. Woo,E,Punctual Leopards,Nganion,MFFW,27840000
G. Tugume,E,Rabid Greyhounds,Nganion,DF,19500000
L. Olsson,E,Rabid Greyhounds,Nganion,DF,11110000
M. Nurhayati,E,Rabid Greyhounds,Nganion,DF,17190000
M. Stein,E,Rabid Greyhounds,Nganion,DF,17720000
R. Cossa,E,Rabid Greyhounds,Nganion,DF,17880000
S. Sala,E,Rabid Greyhounds,Nganion,DF,12050000
F. Van Leeuwen,E,Rabid Greyhounds,Western Niasland,DF,16000000
R. Rossi,E,Rabid Greyhounds,Western Niasland,DF,10680000
A. Fatimah,E,Rabid Greyhounds,Nganion,DFFW,16510000
Q. Vuji?,E,Rabid Greyhounds,Reugha,DFFW,10870000
N. Sadeghi,E,Rabid Greyhounds,Imaar Vircoand,DFMF,10440000
E. Blaževi?,E,Rabid Greyhounds,Imaar Vircoand,FW,22910000
Q. Nyangoma,E,Rabid Greyhounds,Imaar Vircoand,FW,23590000
P. Kayesu,E,Rabid Greyhounds,Nganion,FWMF,28020000
R. Flores,E,Rabid Greyhounds,Western Niasland,FWMF,12900000
W. Kong,E,Rabid Greyhounds,Imaar Vircoand,GK,17270000
X. Hosseinzadeh,E,Rabid Greyhounds,Nganion,GK,17880000
D. Naluyima,E,Rabid Greyhounds,Imaar Vircoand,MF,14590000
C. Nakalyango,E,Rabid Greyhounds,Lenia Gerdanho,MF,24160000
F. Buyinza,E,Rabid Greyhounds,Nganion,MF,9570000
K. Haim,E,Rabid Greyhounds,Nganion,MF,22510000
O. Guzmán,E,Rabid Greyhounds,Nganion,MF,6100000
Y. Takács,E,Rabid Greyhounds,Nganion,MF,15430000
C. De Vries,E,Rabid Greyhounds,Nganion,MFDF,22710000
D. Mwebesa,E,Rabid Greyhounds,Nganion,MFDF,23960000
I. Namata,E,Rabid Greyhounds,Nganion,MFDF,15620000
D. Akugizibwe,E,Rabid Greyhounds,Imaar Vircoand,MFFW,22010000
G. Fauzi,E,Rabid Greyhounds,Imaar Vircoand,MFFW,31290000
L. Lubega,E,Rabid Greyhounds,Nganion,MFFW,24740000
U. Oliveira,E,Rabid Greyhounds,Nganion,MFFW,21000000
Y. Turyahabwe,E,Running Bigfoots,Byasier Pujan,DF,17940000
B. Luki?,E,Running Bigfoots,Dosqaly,DF,13420000
I. Niemi,E,Running Bigfoots,Imaar Vircoand,DF,21970000
J. Abdel,E,Running Bigfoots,Lefghau,DF,8370000
C. Kasangaki,E,Running Bigfoots,Nganion,DF,21370000
C. Navarro,E,Running Bigfoots,Nganion,DF,14910000
Q. Pellegrino,E,Running Bigfoots,Nganion,DF,26230000
X. Nabukalu,E,Running Bigfoots,Nganion,DF,12010000
A. Bondarenko,E,Running Bigfoots,Biarizea,FW,27220000
O. Wong,E,Running Bigfoots,Biarizea,FW,30070000
U. Yong,E,Running Bigfoots,Byasier Pujan,FW,25140000
G. Nadunga,E,Running Bigfoots,Imaar Vircoand,FW,27500000
E. Mwesigye,E,Running Bigfoots,Nganion,FW,11140000
P. bin Ibrahim,E,Running Bigfoots,Nganion,FW,26110000
Z. Nakiwala,E,Running Bigfoots,Rarita,FW,23920000
F. Among,E,Running Bigfoots,Biarizea,FWMF,32670000
G. Agustina,E,Running Bigfoots,Imaar Vircoand,FWMF,21900000
N. Mucunguzi,E,Running Bigfoots,Biarizea,GK,17430000
U. Nishimura,E,Running Bigfoots,Galamily,GK,11590000
G. Gentile,E,Running Bigfoots,Lefghau,MF,18700000
Y. Mukisa,E,Running Bigfoots,Manlisgamncent,MF,25650000
V. Handayani,E,Running Bigfoots,Nganion,MF,22830000
I. Carpentier,E,Running Bigfoots,Rosvi,MFDF,22460000
D. Pfeiffer,E,Running Bigfoots,Imaar Vircoand,MFFW,29480000
F. Ngulube,E,Running Bigfoots,Nganion,MFFW,21560000
T. Kabonesa,E,Running Bigfoots,Nganion,MFFW,25230000
X. Muzaki,E,Sassy Knights,Imaar Vircoand,DF,10590000
G. Varma,E,Sassy Knights,Nganion,DF,19340000
H. Kowalski,E,Sassy Knights,Nganion,DF,9880000
J. Chan,E,Sassy Knights,Nganion,DF,17040000
K. Byakatonda,E,Sassy Knights,Nganion,DF,15140000
L. Wambi,E,Sassy Knights,Nganion,DF,14770000
Q. Alonso,E,Sassy Knights,Nganion,DF,23340000
T. Faure,E,Sassy Knights,Nganion,DF,12910000
A. binti Zakaria,E,Sassy Knights,Zacia Lygia,DF,17100000
E. Chebet,E,Sassy Knights,Imaar Vircoand,FW,23400000
B. Yang,E,Sassy Knights,Manlisgamncent,FW,25090000
T. Jiu,E,Sassy Knights,Nganion,FW,22920000
L. Ibrahimovi?,E,Sassy Knights,Nganion,FWMF,25060000
L. Nakalembe,E,Sassy Knights,Nganion,FWMF,32320000
G. Alali,E,Sassy Knights,Nganion,GK,16080000
I. Kisitu,E,Sassy Knights,Nganion,GK,22880000
M. Sseguya,E,Sassy Knights,Nganion,GKMF,11510000
J. Kayendeke,E,Sassy Knights,Nganion,MF,32310000
K. Deng,E,Sassy Knights,Nganion,MF,14930000
M. Muhindo,E,Sassy Knights,Rarita,MF,28640000
J. Poto?nik,E,Sassy Knights,Rosvi,MF,9790000
F. Lukyamuzi,E,Sassy Knights,Nganion,MFDF,23300000
F. Rozman,E,Sassy Knights,Imaar Vircoand,MFFW,31430000
A. Maposa,E,Sassy Knights,Nganion,MFFW,23200000
J. Pradhan,E,Sassy Knights,Nganion,MFFW,25570000
R. Tumusiime,E,Sassy Knights,Nganion,MFFW,24560000
V. Phung,E,Sassy Knights,Nganion,MFFW,29580000
Y. Arinitwe,E,Sassy Knights,Nganion,MFFW,10690000
F. Taha,E,Screaming Ramblers,Central Namemo Laand,DF,17960000
N. bin Hashim,E,Screaming Ramblers,Dosqaly,DF,19860000
K. Asadi,E,Screaming Ramblers,Lefghau,DF,8910000
B. Binder,E,Screaming Ramblers,Nganion,DF,21030000
E. Miyamoto,E,Screaming Ramblers,Nganion,DF,14330000
S. Kule,E,Screaming Ramblers,Nganion,DF,19480000
T. Haim,E,Screaming Ramblers,Nganion,DF,17930000
A. O'Connor,E,Screaming Ramblers,Nganion,DFMF,19710000
G. Magaya,E,Screaming Ramblers,Nganion,DFMF,9970000
O. Gatti,E,Screaming Ramblers,Nganion,DFMF,17610000
M. Banda,E,Screaming Ramblers,Lefghau,FW,30110000
H. Namwase,E,Screaming Ramblers,Nganion,FW,30930000
S. Nyathi,E,Screaming Ramblers,Nganion,FW,26840000
D. Mugisa,E,Screaming Ramblers,Xikong,FWMF,30040000
C. Ismail,E,Screaming Ramblers,Nganion,GK,8080000
M. Ategeka,E,Screaming Ramblers,Nganion,GK,11710000
I. Suleman,E,Screaming Ramblers,Central Badad,MF,10560000
B. Jonsson,E,Screaming Ramblers,Imaar Vircoand,MF,13500000
E. Amponsah,E,Screaming Ramblers,Nganion,MF,15720000
F. Mbale,E,Screaming Ramblers,Nganion,MF,19190000
